precursor.m.z,m.z_Floor,retention.time.range,retention.time.range.left.boundary,RT_Floor,retention.time.range.right.boundary,product ion detection: 89,product ion detection: 103,product ion detection: 116,product ion detection: 130,product ion detection: total detected product ions,product ion intensity: 89,product ion intensity: 103,product ion intensity: 116,product ion intensity: 130,product ion intensity: intensity sum of total intensity product ions
285,285,RT: 4.04,4,4,4.1,FALSE,TRUE,FALSE,TRUE,2,NA,993.3312988,NA,44549.01172,45542.34302
159,159,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,3974.886475,4008.010986,6985.802734,28821.70117,43790.40137
374,374,RT: 7.49,7.4,7.4,7.5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,6610.955078,37100.07422,43711.0293
263,263,RT: 4.89,4.8,4.8,4.9,FALSE,TRUE,FALSE,TRUE,2,NA,42328.33203,NA,899.8383179,43228.17035
279,279,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,FALSE,TRUE,2,NA,41772.00391,NA,303.1664124,42075.17032
206,206,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,9242.333984,110.0526123,24421.60156,7927.395508,41701.38366
248,248,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,3133.079102,34589.57422,37722.65332
210,210,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,36767.46094,29.80089569,36797.26184
289,289,RT: 5.83,5.8,5.8,5.9,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,35890.20703,35890.20703
244,244,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,33050.09375,NA,2104.354736,35154.44849
206,206,RT: 4.04,4,4,4.1,FALSE,TRUE,TRUE,TRUE,3,NA,1024.713257,33229.53906,693.8452759,34948.09759
392,392,RT: 7.67,7.6,7.6,7.7,TRUE,TRUE,TRUE,TRUE,4,46.39762878,18131.45703,3758.746826,12322.74414,34259.34562
334,334,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,494.5655518,241.3899841,2928.789063,29270.13867,32934.88327
206,206,RT: 6.02,6,6,6.1,FALSE,FALSE,TRUE,TRUE,2,NA,NA,316.9700928,31656.74609,31973.71618
356,356,RT: 7.67,7.6,7.6,7.7,FALSE,TRUE,TRUE,TRUE,3,NA,11533.56445,13284.29004,6632.050781,31449.90527
203,203,RT: 4.04,4,4,4.1,TRUE,TRUE,TRUE,TRUE,4,2392.794434,1917.738281,143.5909271,26994.00586,31448.1295
356,356,RT: 7.95,7.9,7.9,8,FALSE,TRUE,FALSE,TRUE,2,NA,11835.55371,NA,18425.66211,30261.21582
308,308,RT: 4.11,4.1,4.1,4.2,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,30123.32227,30123.32227
243,243,RT: 5.92,5.9,5.9,6,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,30088.13086,30088.13086
250,250,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,27942.85547,926.7156372,28869.57111
357,357,RT: 7.49,7.4,7.4,7.5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1361.411987,26972.21289,28333.62488
232,232,RT: 5.20,5.2,5.2,5.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,28169.27539,28169.27539
380,380,RT: 7.58,7.5,7.5,7.6,TRUE,FALSE,FALSE,TRUE,2,26934.79492,NA,NA,795.2567749,27730.05169
208,208,RT: 4.04,4,4,4.1,TRUE,TRUE,TRUE,TRUE,4,18114.31641,44.50425339,8515.191406,983.3630371,27657.37511
162,162,RT: 6.50,6.5,6.5,6.6,TRUE,TRUE,TRUE,TRUE,4,11868.4873,782.8150024,13241.77051,554.703186,26447.776
273,273,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,24781.29297,181.7239227,768.7020264,25731.71892
208,208,RT: 5.97,5.9,5.9,6,FALSE,TRUE,TRUE,TRUE,3,NA,320.9429626,24712.95313,574.7560425,25608.65214
374,374,RT: 7.67,7.6,7.6,7.7,FALSE,TRUE,TRUE,TRUE,3,NA,11736.12109,7411.961914,5857.461914,25005.54492
222,222,RT: 4.04,4,4,4.1,FALSE,TRUE,TRUE,TRUE,3,NA,9980.639648,51.34506607,13026.05859,23058.0433
355,355,RT: 7.68,7.6,7.6,7.7,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,22800.67969,22800.67969
375,375,RT: 7.49,7.4,7.4,7.5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,21197.06445,21197.06445
208,208,RT: 6.06,6,6,6.1,TRUE,TRUE,TRUE,TRUE,4,971.109314,405.0398254,18466.28516,449.842865,20292.27716
374,374,RT: 7.95,7.9,7.9,8,FALSE,TRUE,FALSE,TRUE,2,NA,6884.874512,NA,13009.0332,19893.90771
356,356,RT: 7.34,7.3,7.3,7.4,FALSE,TRUE,TRUE,TRUE,3,NA,8525.230469,898.1265869,9895.821289,19319.17834
278,278,RT: 4.78,4.7,4.7,4.8,FALSE,TRUE,FALSE,TRUE,2,NA,2467.459473,NA,16813.85352,19281.31299
357,357,RT: 6.06,6,6,6.1,FALSE,TRUE,FALSE,TRUE,2,NA,15905.4502,NA,2717.631592,18623.08179
302,302,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,36.93938446,2247.525146,14971.14551,17255.61004
315,315,RT: 4.11,4.1,4.1,4.2,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,17179.98438,17179.98438
280,280,RT: 4.00,4,4,4.1,FALSE,FALSE,TRUE,TRUE,2,NA,NA,16706.50781,20.14823151,16726.65604
166,166,RT: 4.04,4,4,4.1,FALSE,TRUE,FALSE,TRUE,2,NA,15906.83105,NA,768.4633179,16675.29437
377,377,RT: 4.87,4.8,4.8,4.9,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,16662.06055,16662.06055
373,373,RT: 7.66,7.6,7.6,7.7,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1192.121216,14970.26758,16162.3888
373,373,RT: 7.49,7.4,7.4,7.5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,13615.33105,1193.846313,14809.17736
162,162,RT: 7.64,7.6,7.6,7.7,TRUE,FALSE,TRUE,TRUE,3,8327.817383,NA,5266.384766,1044.633667,14638.83582
307,307,RT: 5.20,5.2,5.2,5.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,14006.86816,14006.86816
334,334,RT: 6.38,6.3,6.3,6.4,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,13491.81055,13491.81055
367,367,RT: 4.66,4.6,4.6,4.7,FALSE,TRUE,FALSE,TRUE,2,NA,85.27957153,NA,13311.99512,13397.27469
373,373,RT: 7.58,7.5,7.5,7.6,FALSE,FALSE,TRUE,TRUE,2,NA,NA,714.8466797,12655.06641,13369.91309
356,356,RT: 7.58,7.5,7.5,7.6,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,12766.9375,12766.9375
160,160,RT: 4.42,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,639.4197998,89.04071045,6284.598633,5423.055176,12436.11432
333,333,RT: 4.95,4.9,4.9,5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,12236.81641,12236.81641
243,243,RT: 5.20,5.2,5.2,5.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,12064.60156,12064.60156
389,389,RT: 5.33,5.3,5.3,5.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1609.063721,10183.0166,11792.08032
396,396,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,1547.302124,59.08444214,10154.57324,11760.95981
374,374,RT: 6.72,6.7,6.7,6.8,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,11486.7002,11486.7002
360,360,RT: 4.11,4.1,4.1,4.2,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,11442.4668,11442.4668
347,347,RT: 6.55,6.5,6.5,6.6,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,11380.17188,11380.17188
177,177,RT: 6.56,6.5,6.5,6.6,TRUE,TRUE,TRUE,TRUE,4,4975.048828,1316.987549,906.6544189,4114.854004,11313.5448
393,393,RT: 7.67,7.6,7.6,7.7,TRUE,TRUE,TRUE,TRUE,4,591.9230957,1160.736694,3569.862793,5861.490234,11184.01282
205,205,RT: 4.04,4,4,4.1,FALSE,TRUE,FALSE,TRUE,2,NA,1542.577637,NA,9514.274414,11056.85205
166,166,RT: 4.43,4.4,4.4,4.5,FALSE,TRUE,FALSE,TRUE,2,NA,10960.36523,NA,80.2609024,11040.62613
311,311,RT: 4.32,4.3,4.3,4.4,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,11026.25977,11026.25977
303,303,RT: 6.29,6.2,6.2,6.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,10941.7373,10941.7373
214,214,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,549.9302979,NA,10173.24121,10723.17151
190,190,RT: 6.06,6,6,6.1,TRUE,TRUE,TRUE,TRUE,4,2807.143799,750.8447266,5523.787109,1594.890381,10676.66602
158,158,RT: 5.20,5.2,5.2,5.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,10612.37402,10612.37402
373,373,RT: 4.51,4.5,4.5,4.6,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,10447.09473,10447.09473
375,375,RT: 7.95,7.9,7.9,8,FALSE,TRUE,TRUE,TRUE,3,NA,540.1506958,3375.475098,6470.377441,10386.00323
233,233,RT: 5.83,5.8,5.8,5.9,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,10116.75293,10116.75293
171,171,RT: 4.43,4.4,4.4,4.5,TRUE,FALSE,TRUE,TRUE,3,2565.776611,NA,7421.794922,82.18091583,10069.75245
357,357,RT: 7.67,7.6,7.6,7.7,FALSE,TRUE,TRUE,TRUE,3,NA,357.9440308,5143.569336,4557.663086,10059.17645
248,248,RT: 4.34,4.3,4.3,4.4,FALSE,TRUE,FALSE,TRUE,2,NA,957.3240967,NA,9070.697266,10028.02136
224,224,RT: 4.34,4.3,4.3,4.4,FALSE,TRUE,FALSE,TRUE,2,NA,9995.291992,NA,27.41589355,10022.70789
375,375,RT: 7.58,7.5,7.5,7.6,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1237.015137,8561.110352,9798.125489
339,339,RT: 6.34,6.3,6.3,6.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,203.9087982,9502.569336,9706.478134
207,207,RT: 6.02,6,6,6.1,TRUE,FALSE,TRUE,TRUE,3,6925.813965,NA,963.5181274,1700.903564,9590.235656
342,342,RT: 6.56,6.5,6.5,6.6,FALSE,TRUE,FALSE,TRUE,2,NA,53.38515091,NA,9514.079102,9567.464253
292,292,RT: 5.97,5.9,5.9,6,FALSE,TRUE,TRUE,TRUE,3,NA,463.6016846,491.0273132,8610.770508,9565.399506
221,221,RT: 4.43,4.4,4.4,4.5,FALSE,TRUE,FALSE,TRUE,2,NA,128.3684235,NA,9373.932617,9502.301041
389,389,RT: 6.79,6.7,6.7,6.8,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,9359.942383,9359.942383
224,224,RT: 4.18,4.1,4.1,4.2,FALSE,TRUE,FALSE,TRUE,2,NA,7441.328613,NA,1901.597168,9342.925781
214,214,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,617.0297241,483.6946106,8182.625,9283.349335
267,267,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,FALSE,TRUE,3,38.87806702,7380.927246,NA,1821.38501,9241.190323
349,349,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,771.5637817,1163.000488,7202.297852,9136.862122
349,349,RT: 7.26,7.2,7.2,7.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,9012.694336,9012.694336
132,132,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,FALSE,TRUE,3,4106.541992,3508.552246,NA,1164.495239,8779.589477
158,158,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,1360.849365,4561.833008,2787.579834,8710.262207
285,285,RT: 5.33,5.3,5.3,5.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,586.1340942,8067.463379,8653.597473
352,352,RT: 4.67,4.6,4.6,4.7,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1660.666138,6991.429688,8652.095826
230,230,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1826.239502,6749.043945,8575.283447
262,262,RT: 4.95,4.9,4.9,5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,8507.211914,8507.211914
380,380,RT: 6.02,6,6,6.1,FALSE,FALSE,TRUE,TRUE,2,NA,NA,772.6334229,7671.96582,8444.599243
295,295,RT: 4.89,4.8,4.8,4.9,FALSE,TRUE,FALSE,TRUE,2,NA,5722.384766,NA,2708.640625,8431.025391
324,324,RT: 4.18,4.1,4.1,4.2,FALSE,TRUE,FALSE,TRUE,2,NA,491.8014832,NA,7914.041992,8405.843475
232,232,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,579.5944824,1624.383057,6133.429199,8337.406738
251,251,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,7314.195313,858.7554932,8172.950806
237,237,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,FALSE,TRUE,3,459.2666321,7400.143066,NA,274.6520996,8134.061798
159,159,RT: 5.33,5.3,5.3,5.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2952.131104,4988.188965,7940.320069
328,328,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,7296.779297,530.9914551,7827.770752
319,319,RT: 4.95,4.9,4.9,5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,7754.308594,7754.308594
190,190,RT: 7.10,7,7,7.1,TRUE,TRUE,FALSE,TRUE,3,327.4548645,162.1795959,NA,7251.006348,7740.640808
357,357,RT: 7.37,7.3,7.3,7.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1907.365967,5708.377441,7615.743408
394,394,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,873.1026611,2879.238281,3692.598389,7444.939331
130,130,RT: 4.43,4.4,4.4,4.5,FALSE,TRUE,FALSE,TRUE,2,NA,5521.607422,NA,1920.93335,7442.540772
351,351,RT: 4.62,4.6,4.6,4.7,FALSE,TRUE,FALSE,TRUE,2,NA,454.8079834,NA,6923.212891,7378.020874
360,360,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,341.8950195,1668.437622,5322.428223,7332.760865
383,383,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,756.7473145,6568.967285,7325.7146
190,190,RT: 4.00,4,4,4.1,TRUE,FALSE,TRUE,TRUE,3,5296.483398,NA,1296.043213,539.8143311,7132.340942
210,210,RT: 5.34,5.3,5.3,5.4,FALSE,TRUE,TRUE,TRUE,3,NA,86.84027863,6815.153809,130.9077301,7032.901818
264,264,RT: 4.89,4.8,4.8,4.9,FALSE,TRUE,FALSE,TRUE,2,NA,6457.980469,NA,561.7849121,7019.765381
374,374,RT: 7.34,7.3,7.3,7.4,FALSE,TRUE,TRUE,TRUE,3,NA,1710.825684,776.2502441,4491.702148,6978.778076
289,289,RT: 7.34,7.3,7.3,7.4,FALSE,TRUE,FALSE,TRUE,2,NA,342.7192078,NA,6543.833008,6886.552216
368,368,RT: 7.04,7,7,7.1,FALSE,TRUE,FALSE,TRUE,2,NA,6727.66748,NA,130.0344086,6857.701889
362,362,RT: 7.36,7.3,7.3,7.4,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,6747.480469,6747.480469
383,383,RT: 4.62,4.6,4.6,4.7,FALSE,TRUE,TRUE,TRUE,3,NA,425.7181702,4878.036621,1433.17041,6736.925201
230,230,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,2.790449619,528.2398071,6059.143555,132.375946,6722.549758
357,357,RT: 4.78,4.7,4.7,4.8,FALSE,TRUE,FALSE,TRUE,2,NA,131.6420593,NA,6571.024414,6702.666473
303,303,RT: 5.33,5.3,5.3,5.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2242.540039,4351.996582,6594.536621
357,357,RT: 7.95,7.9,7.9,8,FALSE,TRUE,TRUE,TRUE,3,NA,3804.247314,191.2045898,2496.403564,6491.855468
380,380,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2177.696289,4310.075684,6487.771973
392,392,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,5763.993652,619.3844604,6383.378112
335,335,RT: 6.38,6.3,6.3,6.4,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,6339.853027,6339.853027
157,157,RT: 4.96,4.9,4.9,5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,4644.030273,1692.026855,6336.057128
289,289,RT: 5.92,5.9,5.9,6,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,6299.103027,6299.103027
233,233,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,747.229248,NA,5542.205566,6289.434814
344,344,RT: 4.67,4.6,4.6,4.7,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2653.761475,3478.737305,6132.49878
186,186,RT: 6.02,6,6,6.1,TRUE,FALSE,TRUE,TRUE,3,5447.821777,NA,48.48497772,593.677063,6089.983818
295,295,RT: 7.44,7.4,7.4,7.5,FALSE,TRUE,FALSE,TRUE,2,NA,42.07431793,NA,6014.084473,6056.158791
387,387,RT: 4.43,4.4,4.4,4.5,FALSE,FALSE,TRUE,TRUE,2,NA,NA,235.3644257,5788.339355,6023.703781
375,375,RT: 7.67,7.6,7.6,7.7,FALSE,TRUE,TRUE,TRUE,3,NA,1411.838867,3767.495605,836.8699341,6016.204406
311,311,RT: 6.72,6.7,6.7,6.8,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5996.408203,5996.408203
393,393,RT: 4.72,4.7,4.7,4.8,FALSE,TRUE,FALSE,TRUE,2,NA,942.9073486,NA,5031.909668,5974.817017
334,334,RT: 6.79,6.7,6.7,6.8,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5969.152832,5969.152832
130,130,RT: 6.56,6.5,6.5,6.6,TRUE,TRUE,FALSE,TRUE,3,704.6575928,2679.245361,NA,2580.771729,5964.674683
189,189,RT: 4.57,4.5,4.5,4.6,TRUE,FALSE,TRUE,TRUE,3,33.07977676,NA,5668.834961,254.2350311,5956.149769
318,318,RT: 5.83,5.8,5.8,5.9,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5892.649414,5892.649414
378,378,RT: 5.33,5.3,5.3,5.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,3964.31665,1928.140625,5892.457275
244,244,RT: 6.29,6.2,6.2,6.3,FALSE,TRUE,TRUE,TRUE,3,NA,2758.338867,1825.992798,1301.616089,5885.947754
163,163,RT: 4.04,4,4,4.1,TRUE,TRUE,FALSE,TRUE,3,5027.672363,263.1331482,NA,570.822876,5861.628387
315,315,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,2778.849121,NA,3062.689697,5841.538818
373,373,RT: 7.34,7.3,7.3,7.4,FALSE,TRUE,TRUE,TRUE,3,NA,4925.976074,883.9524536,29.33144188,5839.259969
356,356,RT: 4.00,4,4,4.1,FALSE,FALSE,TRUE,TRUE,2,NA,NA,1400.921875,4427.811035,5828.73291
373,373,RT: 5.20,5.2,5.2,5.3,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5820.000977,5820.000977
157,157,RT: 4.43,4.4,4.4,4.5,TRUE,TRUE,TRUE,TRUE,4,728.5585938,476.3905334,69.94087219,4484.661621,5759.55162
359,359,RT: 6.34,6.3,6.3,6.4,FALSE,FALSE,TRUE,TRUE,2,NA,NA,108.7920456,5623.236328,5732.028374
207,207,RT: 4.34,4.3,4.3,4.4,FALSE,TRUE,FALSE,TRUE,2,NA,3720.088867,NA,1927.088745,5647.177612
171,171,RT: 6.56,6.5,6.5,6.6,FALSE,TRUE,TRUE,TRUE,3,NA,1504.240234,11.39169407,4066.91333,5582.545258
201,201,RT: 4.95,4.9,4.9,5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5506.359863,5506.359863
309,309,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,2284.878174,NA,3108.093506,5392.97168
307,307,RT: 4.95,4.9,4.9,5,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5380.453613,5380.453613
389,389,RT: 6.58,6.5,6.5,6.6,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2072.802979,3302.698486,5375.501465
326,326,RT: 4.11,4.1,4.1,4.2,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5333.744141,5333.744141
308,308,RT: 4.67,4.6,4.6,4.7,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2544.022217,2771.532227,5315.554444
377,377,RT: 5.23,5.2,5.2,5.3,FALSE,TRUE,FALSE,TRUE,2,NA,287.1395264,NA,5024.036133,5311.175659
346,346,RT: 5.97,5.9,5.9,6,FALSE,TRUE,TRUE,TRUE,3,NA,595.9715576,932.817627,3747.573486,5276.362671
295,295,RT: 4.03,4,4,4.1,TRUE,FALSE,FALSE,TRUE,2,4.087803841,NA,NA,5238.600586,5242.68839
311,311,RT: 6.29,6.2,6.2,6.3,TRUE,FALSE,TRUE,TRUE,3,3698.724609,NA,309.4432373,1216.828979,5224.996825
293,293,RT: 4.87,4.8,4.8,4.9,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5185.123047,5185.123047
399,399,RT: 5.84,5.8,5.8,5.9,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2148.773682,3013.466064,5162.239746
266,266,RT: 4.72,4.7,4.7,4.8,FALSE,TRUE,FALSE,TRUE,2,NA,4516.612305,NA,633.3149414,5149.927246
373,373,RT: 4.67,4.6,4.6,4.7,FALSE,FALSE,TRUE,TRUE,2,NA,NA,2714.185547,2428.127441,5142.312988
374,374,RT: 4.65,4.6,4.6,4.7,FALSE,FALSE,FALSE,TRUE,1,NA,NA,NA,5121.384766,5121.384766
329,329,RT: 4.89,4.8,4.8,4.9,FALSE,TRUE,FALSE,TRUE,2,NA,57.03976059,NA,5061.042969,5118.08273
388,388,RT: 6.06,6,6,6.1,TRUE,TRUE,TRUE,TRUE,4,838.7774658,849.0270386,1813.650269,1611.591064,5113.045837
